,month,esopus,stony_clove
0,10,0.027035759999999933,-0.08098536000000009
1,10,0.12761975999999997,-0.06879336000000008
2,10,0.17333975999999993,-0.056601360000000066
3,10,0.4080357600000001,0.23905464
4,10,0.89571576,0.58347864
5,11,0.34402775999999996,0.04093463999999989
6,11,0.77989176,0.30306264
7,11,0.7128357600000002,0.26343864000000006
8,11,0.48728376,0.10799063999999996
9,12,0.38060375999999985,0.06836663999999999
10,12,0.28001975999999995,0.01959863999999994
11,12,0.28306776000000006,0.004358639999999994
12,12,1.02982776,0.75721464
13,12,0.4202277600000001,0.15066264
14,01,0.8469477599999999,0.32439863999999996
15,01,0.7128357600000002,0.25124664
16,01,0.3318357599999999,0.07141463999999992
17,01,0.20381975999999996,-0.0017373600000000118
18,02,1.00849176,0.41279064
19,02,0.77989176,0.27867864
20,02,1.0176357600000001,0.40364664000000006
21,02,0.48423576000000007,0.1293266399999999
22,03,1.57237176,0.77550264
23,03,1.67600376,0.83951064
24,03,0.6732117600000002,0.21771863999999994
25,03,0.5604357600000001,0.17809463999999994
26,03,0.75550776,0.17504664000000003
27,04,0.5848197600000001,0.19638263999999997
28,04,0.45985176000000005,0.15066264
29,04,0.30440375999999997,0.06531863999999991
30,04,0.27087576,0.13847063999999998
31,05,0.25868376000000004,0.08055864
32,05,0.26477976000000003,0.03788663999999996
33,05,0.20077176000000002,0.01045464
34,05,0.15505175999999993,-0.029169360000000106
35,06,0.1489557599999999,-0.03221736000000004
36,06,0.12457176000000003,-0.007833360000000018
37,06,0.18553175999999993,-0.0017373600000000118
38,06,0.08799575999999999,-0.050505360000000055
39,06,0.09713975999999994,-0.04136135999999998
40,07,0.03617976000000001,-0.08403336000000002
41,07,0.07580375999999998,-0.07793736000000001
42,07,0.6213957599999999,0.41279064
43,07,0.4293717599999999,0.16895064
44,08,0.34402775999999996,0.016550640000000005
45,08,0.15809975999999998,-0.029169360000000106
46,08,0.18857976,0.0013106399999999233
47,08,0.10323575999999994,-0.06574536
48,09,0.057515759999999964,-0.08403336000000002
49,09,0.21905976000000005,0.004358639999999994
50,09,0.10933175999999994,-0.05964936
51,09,0.06665976000000004,-0.08403336000000002
52,09,0.17638776,0.0013106399999999233
53,10,0.1489557599999999,-0.0017373600000000118
54,10,0.10323575999999994,-0.050505360000000055
55,10,0.07580375999999998,-0.07184136
56,10,0.9871557599999999,0.76026264
57,11,0.45070776,0.1232306399999999
58,11,0.45070776,0.08360663999999993
59,11,0.33488376000000003,0.22381463999999993
60,11,0.27697176,0.06531863999999991
61,12,0.28916376000000005,0.10189463999999995
62,12,0.6884517600000001,0.23600663999999993
63,12,1.53274776,0.6627266399999999
64,12,0.61529976,0.15371063999999993
65,12,0.80732376,0.31525464000000003
66,01,0.37450775999999997,0.10189463999999995
67,01,0.20991575999999998,0.016550640000000005
68,01,0.35621976,0.004358639999999994
69,01,0.35012375999999995,0.04093463999999989
70,02,0.19772375999999997,0.01045464
71,02,0.3013557599999999,0.05617463999999998
72,02,0.28001975999999995,0.050078639999999966
73,02,0.21905976000000005,0.007406639999999929
74,03,0.3958437600000001,0.03788663999999996
75,03,0.89571576,0.3518306399999999
76,03,0.48423576000000007,0.14761463999999994
77,03,0.3013557599999999,0.07446264
78,03,0.31049976,0.1232306399999999
79,04,0.54214776,0.32439863999999996
80,04,0.32573975999999993,0.09275064000000001
81,04,0.25868376000000004,0.08360663999999993
82,04,0.24039576,0.06531863999999991
83,05,0.19772375999999997,0.025694639999999946
84,05,0.23734775999999994,-0.0017373600000000118
85,05,0.61529976,0.13542263999999993
86,05,0.3074517599999999,0.053126639999999906
87,06,0.31354775999999995,0.06227063999999998
88,06,0.17943575999999994,-0.007833360000000018
89,06,0.33793175999999997,0.40974264000000005
90,06,0.70369176,0.37011863999999994
91,06,0.32573975999999993,0.08665464
92,07,0.17638776,0.053126639999999906
93,07,0.20077176000000002,0.007406639999999929
94,07,0.17333975999999993,0.034838640000000025
95,07,0.88352376,0.41279064
96,08,1.31938776,0.60786264
97,08,0.27697176,0.053126639999999906
98,08,0.16724375999999994,0.0013106399999999233
99,08,0.29830776,0.03179063999999995
100,08,0.16114775999999992,-0.0017373600000000118
101,09,0.10018776,-0.026121360000000034
102,09,0.16724375999999994,0.004358639999999994
103,09,0.07885175999999991,-0.06269736000000006
104,09,0.12457176000000003,0.0013106399999999233
105,10,0.09104375999999993,-0.04136135999999998
106,10,0.08494775999999991,-0.056601360000000066
107,10,0.06970775999999998,-0.06574536
108,10,0.6884517600000001,0.40669463999999994
109,11,0.3927957599999999,0.15980663999999994
110,11,0.24649176,0.028742640000000017
111,11,0.34707576,0.06227063999999998
112,11,0.5360517600000001,0.2878226399999999
113,11,0.80732376,0.5651906400000001
114,12,0.57872376,0.30611063999999993
115,12,0.34707576,0.08360663999999993
116,12,0.28306776000000006,0.053126639999999906
117,12,0.41108376,0.2878226399999999
118,01,0.29221176,0.08055864
119,01,0.25868376000000004,0.01045464
120,01,0.12761975999999997,0.01045464
121,01,2.01128376,1.76610264
122,02,0.45985176000000005,0.13237464
123,02,0.23734775999999994,0.025694639999999946
124,02,0.17333975999999993,-0.010881360000000088
125,02,0.1489557599999999,-0.029169360000000106
126,03,0.16419576,0.007406639999999929
127,03,0.22210776,0.04093463999999989
128,03,1.21575576,0.44327064
129,03,2.3465637600000004,1.13516664
130,03,1.26452376,0.6322466400000001
131,04,0.80732376,0.45851063999999997
132,04,0.45070776,0.16285464
133,04,0.2617317599999999,0.03788663999999996
134,04,0.23734775999999994,0.013502639999999936
135,05,0.22820375999999998,-0.010881360000000088
136,05,0.25563575999999993,0.01959863999999994
137,05,0.24649176,0.03179063999999995
138,05,0.20686776000000004,0.013502639999999936
139,05,0.16724375999999994,-0.03221736000000004
140,06,0.15809975999999998,-0.035265360000000114
141,06,0.17638776,-0.013929360000000023
142,06,0.12152375999999995,-0.07488936000000009
143,06,0.08799575999999999,-0.09012936000000003
144,07,0.057515759999999964,-0.1053693600000001
145,07,0.16419576,-0.10232136000000004
146,07,0.10933175999999994,-0.050505360000000055
147,07,0.08799575999999999,-0.07488936000000009
148,08,0.054467760000000025,-0.09622536000000004
149,08,0.039227759999999945,-0.10232136000000004
150,08,0.02093975999999993,-0.11451336000000005
151,08,0.1489557599999999,0.26343864000000006
152,08,0.10933175999999994,0.01045464
153,09,0.04837176000000002,-0.07488936000000009
154,09,0.02398776,-0.09622536000000004
155,09,0.011795759999999987,-0.1053693600000001
156,09,0.6610197600000002,1.42167864
157,10,2.79766776,1.9520306399999998
158,10,0.43851576,0.13847063999999998
159,10,0.4080357600000001,0.12018263999999997
160,10,0.45375575999999995,0.20857463999999998
161,11,0.35012375999999995,0.08970263999999994
162,11,0.34097976,0.08665464
163,11,0.4720437600000001,0.29087064
164,11,0.3775557599999999,0.17199863999999995
165,11,1.5357957599999998,2.02213464
166,12,0.87133176,0.37316664
167,12,0.6366357600000001,0.30001463999999994
168,12,0.46594775999999993,0.10799063999999996
169,12,0.31354775999999995,0.016550640000000005
170,01,0.31354775999999995,0.016550640000000005
171,01,0.31049976,-0.007833360000000018
172,01,0.5086197600000001,0.05617463999999998
173,01,0.68235576,0.07446264
174,01,0.27087576,0.01045464
175,02,0.35621976,0.03788663999999996
176,02,0.34707576,-0.004785360000000082
177,02,0.44461176000000013,0.09884664000000001
178,02,0.4293717599999999,0.05617463999999998
179,03,1.7582997599999999,0.81207864
180,03,2.09053176,1.18393464
181,03,0.80732376,0.27867864
182,03,0.46594775999999993,0.07751063999999992
183,04,0.4933797599999999,0.07446264
184,04,0.7768437600000001,0.21771863999999994
185,04,0.9536277600000002,0.64748664
186,04,1.05421176,0.41583864000000004
187,05,0.88047576,0.32744664
188,05,0.5299557599999999,0.09884664000000001
189,05,1.33462776,0.59567064
190,05,1.0694517600000002,0.43107864
191,05,0.4811877599999999,0.08665464
192,06,0.3074517599999999,-0.013929360000000023
193,06,0.26477976000000003,-0.007833360000000018
194,06,0.27087576,0.013502639999999936
195,06,0.6244437600000001,0.09275064000000001
196,07,0.5848197600000001,0.2695346399999999
197,07,0.36841176,0.03788663999999996
198,07,0.23734775999999994,-0.053553359999999994
199,07,0.22210776,-0.023073360000000098
200,08,0.17638776,-0.0931773600000001
201,08,0.20077176000000002,-0.04136135999999998
202,08,0.22820375999999998,1.05287064
203,08,0.59091576,0.09579863999999995
