,X,Y,Z,crk_nm,crkpt_id,z_crk
585,556450.0,4660740.0,281.8999938964844,stony_clove,253,274.1064753296624
586,556460.0,4660740.0,277.20001220703125,stony_clove,253,274.1064753296624
587,556470.0,4660740.0,275.0,stony_clove,253,274.1064753296624
588,556480.0,4660740.0,274.1000061035156,stony_clove,253,274.1064753296624
589,556490.0,4660740.0,274.1000061035156,stony_clove,253,274.1064753296624
590,556500.0,4660740.0,274.20001220703125,stony_clove,253,274.1064753296624
591,556510.0,4660740.0,276.6000061035156,stony_clove,253,274.1064753296624
592,556520.0,4660740.0,278.70001220703125,stony_clove,253,274.1064753296624
593,556530.0,4660740.0,280.0,stony_clove,253,274.1064753296624
594,556540.0,4660740.0,281.1000061035156,stony_clove,253,274.1064753296624
595,556550.0,4660740.0,282.1000061035156,stony_clove,253,274.1064753296624
596,556560.0,4660740.0,282.8999938964844,stony_clove,253,274.1064753296624
597,556570.0,4660740.0,283.6000061035156,stony_clove,253,274.1064753296624
598,556580.0,4660740.0,284.3999938964844,stony_clove,253,274.1064753296624
599,556590.0,4660740.0,285.20001220703125,stony_clove,253,274.1064753296624
600,556600.0,4660740.0,285.8999938964844,stony_clove,253,274.1064753296624
601,556610.0,4660740.0,286.5,stony_clove,253,274.1064753296624
602,556620.0,4660740.0,286.70001220703125,stony_clove,253,274.1064753296624
603,556630.0,4660740.0,286.5,stony_clove,253,274.1064753296624
604,556640.0,4660740.0,286.5,stony_clove,253,274.1064753296624
605,556650.0,4660740.0,286.3999938964844,stony_clove,253,274.1064753296624
606,556660.0,4660740.0,285.79998779296875,stony_clove,253,274.1064753296624
607,556670.0,4660740.0,285.6000061035156,stony_clove,253,274.1064753296624
608,556680.0,4660740.0,285.70001220703125,stony_clove,253,274.1064753296624
609,556690.0,4660740.0,286.0,stony_clove,253,274.1064753296624
610,556700.0,4660740.0,285.6000061035156,stony_clove,253,274.1064753296624
611,556710.0,4660740.0,285.6000061035156,stony_clove,253,274.1064753296624
612,556720.0,4660740.0,285.6000061035156,stony_clove,253,274.1064753296624
613,556730.0,4660740.0,286.3999938964844,stony_clove,253,274.1064753296624
614,556740.0,4660740.0,286.8999938964844,stony_clove,253,274.1064753296624
1004,556440.0,4660730.0,283.3999938964844,stony_clove,254,274.1035969005141
1005,556450.0,4660730.0,277.6000061035156,stony_clove,253,274.1064753296624
1006,556460.0,4660730.0,275.1000061035156,stony_clove,253,274.1064753296624
1007,556470.0,4660730.0,274.1000061035156,stony_clove,253,274.1064753296624
1008,556480.0,4660730.0,274.1000061035156,stony_clove,253,274.1064753296624
1009,556490.0,4660730.0,274.20001220703125,stony_clove,253,274.1064753296624
1010,556500.0,4660730.0,276.5,stony_clove,253,274.1064753296624
1011,556510.0,4660730.0,278.6000061035156,stony_clove,253,274.1064753296624
1012,556520.0,4660730.0,279.8999938964844,stony_clove,253,274.1064753296624
1013,556530.0,4660730.0,281.0,stony_clove,253,274.1064753296624
1014,556540.0,4660730.0,281.8999938964844,stony_clove,253,274.1064753296624
1015,556550.0,4660730.0,282.5,stony_clove,253,274.1064753296624
1016,556560.0,4660730.0,283.1000061035156,stony_clove,253,274.1064753296624
1017,556570.0,4660730.0,283.79998779296875,stony_clove,253,274.1064753296624
1018,556580.0,4660730.0,284.5,stony_clove,253,274.1064753296624
1019,556590.0,4660730.0,285.20001220703125,stony_clove,253,274.1064753296624
1020,556600.0,4660730.0,285.79998779296875,stony_clove,253,274.1064753296624
1021,556610.0,4660730.0,286.29998779296875,stony_clove,253,274.1064753296624
1022,556620.0,4660730.0,286.70001220703125,stony_clove,253,274.1064753296624
1023,556630.0,4660730.0,286.5,stony_clove,253,274.1064753296624
1024,556640.0,4660730.0,286.3999938964844,stony_clove,253,274.1064753296624
1025,556650.0,4660730.0,285.79998779296875,stony_clove,253,274.1064753296624
1026,556660.0,4660730.0,285.6000061035156,stony_clove,253,274.1064753296624
1027,556670.0,4660730.0,285.3999938964844,stony_clove,253,274.1064753296624
1028,556680.0,4660730.0,285.6000061035156,stony_clove,253,274.1064753296624
1029,556690.0,4660730.0,285.8999938964844,stony_clove,253,274.1064753296624
1030,556700.0,4660730.0,285.6000061035156,stony_clove,253,274.1064753296624
1031,556710.0,4660730.0,285.6000061035156,stony_clove,253,274.1064753296624
1032,556720.0,4660730.0,286.1000061035156,stony_clove,253,274.1064753296624
1033,556730.0,4660730.0,286.3999938964844,stony_clove,253,274.1064753296624
1034,556740.0,4660730.0,287.6000061035156,stony_clove,253,274.1064753296624
1423,556430.0,4660720.0,284.70001220703125,stony_clove,255,274.12754992658273
1424,556440.0,4660720.0,278.29998779296875,stony_clove,255,274.12754992658273
1425,556450.0,4660720.0,275.5,stony_clove,254,274.1035969005141
1426,556460.0,4660720.0,274.20001220703125,stony_clove,253,274.1064753296624
1427,556470.0,4660720.0,274.1000061035156,stony_clove,253,274.1064753296624
1428,556480.0,4660720.0,274.1000061035156,stony_clove,253,274.1064753296624
1429,556490.0,4660720.0,276.3999938964844,stony_clove,253,274.1064753296624
1430,556500.0,4660720.0,278.5,stony_clove,253,274.1064753296624
1431,556510.0,4660720.0,279.79998779296875,stony_clove,253,274.1064753296624
1432,556520.0,4660720.0,280.79998779296875,stony_clove,253,274.1064753296624
1433,556530.0,4660720.0,281.6000061035156,stony_clove,253,274.1064753296624
1434,556540.0,4660720.0,282.0,stony_clove,253,274.1064753296624
1435,556550.0,4660720.0,282.5,stony_clove,253,274.1064753296624
1436,556560.0,4660720.0,283.0,stony_clove,253,274.1064753296624
1437,556570.0,4660720.0,283.79998779296875,stony_clove,253,274.1064753296624
1438,556580.0,4660720.0,284.3999938964844,stony_clove,253,274.1064753296624
1439,556590.0,4660720.0,284.8999938964844,stony_clove,253,274.1064753296624
1440,556600.0,4660720.0,285.6000061035156,stony_clove,253,274.1064753296624
1441,556610.0,4660720.0,286.0,stony_clove,253,274.1064753296624
1442,556620.0,4660720.0,286.29998779296875,stony_clove,253,274.1064753296624
1443,556630.0,4660720.0,286.20001220703125,stony_clove,253,274.1064753296624
1444,556640.0,4660720.0,285.79998779296875,stony_clove,253,274.1064753296624
1445,556650.0,4660720.0,285.29998779296875,stony_clove,253,274.1064753296624
1446,556660.0,4660720.0,285.1000061035156,stony_clove,253,274.1064753296624
1447,556670.0,4660720.0,285.29998779296875,stony_clove,253,274.1064753296624
1448,556680.0,4660720.0,285.6000061035156,stony_clove,253,274.1064753296624
1449,556690.0,4660720.0,285.8999938964844,stony_clove,253,274.1064753296624
1450,556700.0,4660720.0,286.0,stony_clove,253,274.1064753296624
1451,556710.0,4660720.0,285.6000061035156,stony_clove,253,274.1064753296624
1452,556720.0,4660720.0,286.0,stony_clove,253,274.1064753296624
1453,556730.0,4660720.0,286.6000061035156,stony_clove,253,274.1064753296624
1454,556740.0,4660720.0,288.20001220703125,stony_clove,253,274.1064753296624
1842,556420.0,4660710.0,286.3999938964844,stony_clove,257,274.11728963564343
1843,556430.0,4660710.0,279.3999938964844,stony_clove,256,274.10627365000016
1844,556440.0,4660710.0,276.1000061035156,stony_clove,255,274.12754992658273
1845,556450.0,4660710.0,274.3999938964844,stony_clove,255,274.12754992658273
1846,556460.0,4660710.0,274.1000061035156,stony_clove,254,274.1035969005141
1847,556470.0,4660710.0,274.1000061035156,stony_clove,253,274.1064753296624
1848,556480.0,4660710.0,276.0,stony_clove,253,274.1064753296624
1849,556490.0,4660710.0,278.3999938964844,stony_clove,253,274.1064753296624
1850,556500.0,4660710.0,279.6000061035156,stony_clove,253,274.1064753296624
1851,556510.0,4660710.0,280.79998779296875,stony_clove,253,274.1064753296624
1852,556520.0,4660710.0,281.3999938964844,stony_clove,253,274.1064753296624
1853,556530.0,4660710.0,281.8999938964844,stony_clove,253,274.1064753296624
1854,556540.0,4660710.0,282.20001220703125,stony_clove,253,274.1064753296624
1855,556550.0,4660710.0,282.5,stony_clove,253,274.1064753296624
1856,556560.0,4660710.0,283.0,stony_clove,253,274.1064753296624
1857,556570.0,4660710.0,283.6000061035156,stony_clove,253,274.1064753296624
1858,556580.0,4660710.0,284.20001220703125,stony_clove,253,274.1064753296624
1859,556590.0,4660710.0,284.79998779296875,stony_clove,253,274.1064753296624
1860,556600.0,4660710.0,285.1000061035156,stony_clove,253,274.1064753296624
1861,556610.0,4660710.0,285.29998779296875,stony_clove,253,274.1064753296624
1862,556620.0,4660710.0,285.5,stony_clove,253,274.1064753296624
1863,556630.0,4660710.0,285.29998779296875,stony_clove,253,274.1064753296624
1864,556640.0,4660710.0,284.8999938964844,stony_clove,253,274.1064753296624
1865,556650.0,4660710.0,284.70001220703125,stony_clove,253,274.1064753296624
1866,556660.0,4660710.0,284.70001220703125,stony_clove,253,274.1064753296624
1867,556670.0,4660710.0,285.0,stony_clove,253,274.1064753296624
1868,556680.0,4660710.0,285.3999938964844,stony_clove,253,274.1064753296624
1869,556690.0,4660710.0,285.70001220703125,stony_clove,253,274.1064753296624
1870,556700.0,4660710.0,285.8999938964844,stony_clove,253,274.1064753296624
1871,556710.0,4660710.0,285.6000061035156,stony_clove,253,274.1064753296624
1872,556720.0,4660710.0,286.0,stony_clove,253,274.1064753296624
1873,556730.0,4660710.0,287.1000061035156,stony_clove,253,274.1064753296624
1874,556740.0,4660710.0,288.8999938964844,stony_clove,253,274.1064753296624
2261,556410.0,4660700.0,288.20001220703125,stony_clove,258,274.1000939802518
2262,556420.0,4660700.0,281.29998779296875,stony_clove,257,274.11728963564343
2263,556430.0,4660700.0,276.79998779296875,stony_clove,257,274.11728963564343
2264,556440.0,4660700.0,274.79998779296875,stony_clove,256,274.10627365000016
2265,556450.0,4660700.0,274.1000061035156,stony_clove,256,274.10627365000016
2266,556460.0,4660700.0,274.1000061035156,stony_clove,255,274.12754992658273
2267,556470.0,4660700.0,274.8999938964844,stony_clove,254,274.1035969005141
2268,556480.0,4660700.0,278.1000061035156,stony_clove,253,274.1064753296624
2269,556490.0,4660700.0,279.3999938964844,stony_clove,253,274.1064753296624
2270,556500.0,4660700.0,280.5,stony_clove,253,274.1064753296624
2271,556510.0,4660700.0,281.29998779296875,stony_clove,253,274.1064753296624
2272,556520.0,4660700.0,281.6000061035156,stony_clove,253,274.1064753296624
2273,556530.0,4660700.0,282.0,stony_clove,253,274.1064753296624
2274,556540.0,4660700.0,282.20001220703125,stony_clove,253,274.1064753296624
2275,556550.0,4660700.0,282.5,stony_clove,253,274.1064753296624
2276,556560.0,4660700.0,282.8999938964844,stony_clove,253,274.1064753296624
2277,556570.0,4660700.0,283.3999938964844,stony_clove,253,274.1064753296624
2278,556580.0,4660700.0,283.79998779296875,stony_clove,253,274.1064753296624
2279,556590.0,4660700.0,284.20001220703125,stony_clove,253,274.1064753296624
2280,556600.0,4660700.0,284.3999938964844,stony_clove,253,274.1064753296624
2281,556610.0,4660700.0,284.5,stony_clove,253,274.1064753296624
2282,556620.0,4660700.0,284.6000061035156,stony_clove,253,274.1064753296624
2283,556630.0,4660700.0,284.5,stony_clove,253,274.1064753296624
2284,556640.0,4660700.0,284.29998779296875,stony_clove,253,274.1064753296624
2285,556650.0,4660700.0,284.20001220703125,stony_clove,253,274.1064753296624
2286,556660.0,4660700.0,284.29998779296875,stony_clove,253,274.1064753296624
2287,556670.0,4660700.0,284.70001220703125,stony_clove,253,274.1064753296624
2288,556680.0,4660700.0,285.0,stony_clove,253,274.1064753296624
2289,556690.0,4660700.0,285.3999938964844,stony_clove,253,274.1064753296624
2290,556700.0,4660700.0,285.70001220703125,stony_clove,253,274.1064753296624
2291,556710.0,4660700.0,285.6000061035156,stony_clove,253,274.1064753296624
2292,556720.0,4660700.0,286.0,stony_clove,253,274.1064753296624
2293,556730.0,4660700.0,287.6000061035156,stony_clove,253,274.1064753296624
2681,556410.0,4660690.0,282.8999938964844,stony_clove,259,274.10508868671087
2682,556420.0,4660690.0,277.6000061035156,stony_clove,258,274.1000939802518
2683,556430.0,4660690.0,275.20001220703125,stony_clove,258,274.1000939802518
2684,556440.0,4660690.0,274.1000061035156,stony_clove,257,274.11728963564343
2685,556450.0,4660690.0,274.1000061035156,stony_clove,256,274.10627365000016
2686,556460.0,4660690.0,274.29998779296875,stony_clove,256,274.10627365000016
2687,556470.0,4660690.0,276.1000061035156,stony_clove,255,274.12754992658273
2688,556480.0,4660690.0,278.8999938964844,stony_clove,254,274.1035969005141
2689,556490.0,4660690.0,280.0,stony_clove,253,274.1064753296624
2690,556500.0,4660690.0,281.0,stony_clove,253,274.1064753296624
2691,556510.0,4660690.0,281.3999938964844,stony_clove,253,274.1064753296624
2692,556520.0,4660690.0,281.5,stony_clove,253,274.1064753296624
2693,556530.0,4660690.0,281.79998779296875,stony_clove,253,274.1064753296624
2694,556540.0,4660690.0,282.1000061035156,stony_clove,253,274.1064753296624
2695,556550.0,4660690.0,282.29998779296875,stony_clove,253,274.1064753296624
2696,556560.0,4660690.0,282.6000061035156,stony_clove,253,274.1064753296624
2697,556570.0,4660690.0,282.8999938964844,stony_clove,253,274.1064753296624
2698,556580.0,4660690.0,283.29998779296875,stony_clove,253,274.1064753296624
2699,556590.0,4660690.0,283.6000061035156,stony_clove,253,274.1064753296624
2700,556600.0,4660690.0,283.70001220703125,stony_clove,253,274.1064753296624
2701,556610.0,4660690.0,283.70001220703125,stony_clove,253,274.1064753296624
2702,556620.0,4660690.0,283.79998779296875,stony_clove,253,274.1064753296624
2703,556630.0,4660690.0,283.70001220703125,stony_clove,253,274.1064753296624
2704,556640.0,4660690.0,283.70001220703125,stony_clove,253,274.1064753296624
2705,556650.0,4660690.0,283.79998779296875,stony_clove,253,274.1064753296624
2706,556660.0,4660690.0,284.0,stony_clove,253,274.1064753296624
2707,556670.0,4660690.0,284.5,stony_clove,253,274.1064753296624
2708,556680.0,4660690.0,285.0,stony_clove,253,274.1064753296624
2709,556690.0,4660690.0,285.3999938964844,stony_clove,253,274.1064753296624
2710,556700.0,4660690.0,285.70001220703125,stony_clove,253,274.1064753296624
2711,556710.0,4660690.0,285.6000061035156,stony_clove,253,274.1064753296624
2712,556720.0,4660690.0,286.3999938964844,stony_clove,253,274.1064753296624
2713,556730.0,4660690.0,288.20001220703125,stony_clove,253,274.1064753296624
3100,556400.0,4660680.0,284.29998779296875,stony_clove,260,274.10515882649366
3101,556410.0,4660680.0,278.79998779296875,stony_clove,259,274.10508868671087
3102,556420.0,4660680.0,275.70001220703125,stony_clove,259,274.10508868671087
3103,556430.0,4660680.0,274.20001220703125,stony_clove,258,274.1000939802518
3104,556440.0,4660680.0,274.1000061035156,stony_clove,258,274.1000939802518
3105,556450.0,4660680.0,274.20001220703125,stony_clove,257,274.11728963564343
3106,556460.0,4660680.0,274.79998779296875,stony_clove,257,274.11728963564343
3107,556470.0,4660680.0,276.70001220703125,stony_clove,256,274.10627365000016
3108,556480.0,4660680.0,279.29998779296875,stony_clove,255,274.12754992658273
3109,556490.0,4660680.0,280.3999938964844,stony_clove,254,274.1035969005141
3110,556500.0,4660680.0,280.8999938964844,stony_clove,253,274.1064753296624
3111,556510.0,4660680.0,281.20001220703125,stony_clove,253,274.1064753296624
3112,556520.0,4660680.0,281.29998779296875,stony_clove,253,274.1064753296624
3113,556530.0,4660680.0,281.5,stony_clove,253,274.1064753296624
3114,556540.0,4660680.0,281.70001220703125,stony_clove,253,274.1064753296624
3115,556550.0,4660680.0,282.0,stony_clove,253,274.1064753296624
3116,556560.0,4660680.0,282.29998779296875,stony_clove,253,274.1064753296624
3117,556570.0,4660680.0,282.6000061035156,stony_clove,253,274.1064753296624
3118,556580.0,4660680.0,282.79998779296875,stony_clove,253,274.1064753296624
3119,556590.0,4660680.0,282.8999938964844,stony_clove,253,274.1064753296624
3120,556600.0,4660680.0,283.0,stony_clove,253,274.1064753296624
3121,556610.0,4660680.0,283.0,stony_clove,253,274.1064753296624
3122,556620.0,4660680.0,283.0,stony_clove,253,274.1064753296624
3123,556630.0,4660680.0,283.1000061035156,stony_clove,253,274.1064753296624
3124,556640.0,4660680.0,283.1000061035156,stony_clove,253,274.1064753296624
3125,556650.0,4660680.0,283.29998779296875,stony_clove,253,274.1064753296624
3126,556660.0,4660680.0,283.5,stony_clove,253,274.1064753296624
3127,556670.0,4660680.0,284.29998779296875,stony_clove,253,274.1064753296624
3128,556680.0,4660680.0,284.8999938964844,stony_clove,253,274.1064753296624
3129,556690.0,4660680.0,285.6000061035156,stony_clove,253,274.1064753296624
3130,556700.0,4660680.0,285.6000061035156,stony_clove,253,274.1064753296624
3131,556710.0,4660680.0,285.70001220703125,stony_clove,253,274.1064753296624
3132,556720.0,4660680.0,286.79998779296875,stony_clove,253,274.1064753296624
3133,556730.0,4660680.0,288.8999938964844,stony_clove,253,274.1064753296624
3519,556390.0,4660670.0,285.6000061035156,stony_clove,262,274.1312285087795
3520,556400.0,4660670.0,279.3999938964844,stony_clove,262,274.1312285087795
3521,556410.0,4660670.0,276.29998779296875,stony_clove,261,274.10270632657694
3522,556420.0,4660670.0,274.5,stony_clove,260,274.10515882649366
3523,556430.0,4660670.0,274.1000061035156,stony_clove,259,274.10508868671087
3524,556440.0,4660670.0,274.1000061035156,stony_clove,259,274.10508868671087
3525,556450.0,4660670.0,274.5,stony_clove,258,274.1000939802518
3526,556460.0,4660670.0,275.20001220703125,stony_clove,258,274.1000939802518
3527,556470.0,4660670.0,277.1000061035156,stony_clove,257,274.11728963564343
3528,556480.0,4660670.0,279.0,stony_clove,256,274.10627365000016
3529,556490.0,4660670.0,280.20001220703125,stony_clove,256,274.10627365000016
3530,556500.0,4660670.0,280.5,stony_clove,253,274.1064753296624
3531,556510.0,4660670.0,280.70001220703125,stony_clove,253,274.1064753296624
3532,556520.0,4660670.0,280.8999938964844,stony_clove,253,274.1064753296624
3533,556530.0,4660670.0,281.1000061035156,stony_clove,253,274.1064753296624
3534,556540.0,4660670.0,281.29998779296875,stony_clove,253,274.1064753296624
3535,556550.0,4660670.0,281.70001220703125,stony_clove,253,274.1064753296624
3536,556560.0,4660670.0,281.8999938964844,stony_clove,253,274.1064753296624
3537,556570.0,4660670.0,282.0,stony_clove,253,274.1064753296624
3538,556580.0,4660670.0,282.1000061035156,stony_clove,253,274.1064753296624
3539,556590.0,4660670.0,282.29998779296875,stony_clove,253,274.1064753296624
3540,556600.0,4660670.0,282.3999938964844,stony_clove,253,274.1064753296624
3541,556610.0,4660670.0,282.20001220703125,stony_clove,253,274.1064753296624
3542,556620.0,4660670.0,282.29998779296875,stony_clove,253,274.1064753296624
3543,556630.0,4660670.0,282.3999938964844,stony_clove,253,274.1064753296624
3544,556640.0,4660670.0,282.5,stony_clove,253,274.1064753296624
3545,556650.0,4660670.0,282.5,stony_clove,253,274.1064753296624
3546,556660.0,4660670.0,282.70001220703125,stony_clove,253,274.1064753296624
3547,556670.0,4660670.0,283.70001220703125,stony_clove,253,274.1064753296624
3548,556680.0,4660670.0,284.3999938964844,stony_clove,253,274.1064753296624
3549,556690.0,4660670.0,284.79998779296875,stony_clove,253,274.1064753296624
3550,556700.0,4660670.0,285.20001220703125,stony_clove,253,274.1064753296624
3551,556710.0,4660670.0,286.0,stony_clove,253,274.1064753296624
3552,556720.0,4660670.0,287.6000061035156,stony_clove,253,274.1064753296624
3938,556380.0,4660660.0,286.6000061035156,stony_clove,264,273.5109493867822
3939,556390.0,4660660.0,279.20001220703125,stony_clove,263,273.9255107940667
3940,556400.0,4660660.0,276.6000061035156,stony_clove,263,273.9255107940667
3941,556410.0,4660660.0,274.79998779296875,stony_clove,262,274.1312285087795
3942,556420.0,4660660.0,274.1000061035156,stony_clove,261,274.10270632657694
3943,556430.0,4660660.0,274.1000061035156,stony_clove,261,274.10270632657694
3944,556440.0,4660660.0,274.29998779296875,stony_clove,260,274.10515882649366
3945,556450.0,4660660.0,274.79998779296875,stony_clove,259,274.10508868671087
3946,556460.0,4660660.0,275.79998779296875,stony_clove,259,274.10508868671087
3947,556470.0,4660660.0,277.29998779296875,stony_clove,258,274.1000939802518
3948,556480.0,4660660.0,278.5,stony_clove,257,274.11728963564343
3949,556490.0,4660660.0,279.5,stony_clove,256,274.10627365000016
3950,556500.0,4660660.0,280.1000061035156,stony_clove,256,274.10627365000016
3951,556510.0,4660660.0,280.3999938964844,stony_clove,253,274.1064753296624
3952,556520.0,4660660.0,280.6000061035156,stony_clove,253,274.1064753296624
3953,556530.0,4660660.0,280.79998779296875,stony_clove,253,274.1064753296624
3954,556540.0,4660660.0,281.1000061035156,stony_clove,253,274.1064753296624
3955,556550.0,4660660.0,281.29998779296875,stony_clove,253,274.1064753296624
3956,556560.0,4660660.0,281.3999938964844,stony_clove,253,274.1064753296624
3957,556570.0,4660660.0,281.3999938964844,stony_clove,253,274.1064753296624
3958,556580.0,4660660.0,281.6000061035156,stony_clove,253,274.1064753296624
3959,556590.0,4660660.0,281.70001220703125,stony_clove,253,274.1064753296624
3960,556600.0,4660660.0,281.70001220703125,stony_clove,253,274.1064753296624
3961,556610.0,4660660.0,281.3999938964844,stony_clove,253,274.1064753296624
3962,556620.0,4660660.0,281.5,stony_clove,253,274.1064753296624
3963,556630.0,4660660.0,281.5,stony_clove,253,274.1064753296624
3964,556640.0,4660660.0,281.6000061035156,stony_clove,253,274.1064753296624
3965,556650.0,4660660.0,281.20001220703125,stony_clove,253,274.1064753296624
3966,556660.0,4660660.0,281.20001220703125,stony_clove,253,274.1064753296624
3967,556670.0,4660660.0,282.20001220703125,stony_clove,253,274.1064753296624
3968,556680.0,4660660.0,283.5,stony_clove,253,274.1064753296624
3969,556690.0,4660660.0,283.8999938964844,stony_clove,253,274.1064753296624
3970,556700.0,4660660.0,285.1000061035156,stony_clove,253,274.1064753296624
3971,556710.0,4660660.0,286.70001220703125,stony_clove,253,274.1064753296624
3972,556720.0,4660660.0,288.70001220703125,stony_clove,253,274.1064753296624
4357,556370.0,4660650.0,287.79998779296875,stony_clove,265,272.8035574899418
4358,556380.0,4660650.0,280.1000061035156,stony_clove,265,272.8035574899418
4359,556390.0,4660650.0,275.79998779296875,stony_clove,264,273.5109493867822
4360,556400.0,4660650.0,274.70001220703125,stony_clove,263,273.9255107940667
4361,556410.0,4660650.0,274.1000061035156,stony_clove,263,273.9255107940667
4362,556420.0,4660650.0,274.1000061035156,stony_clove,262,274.1312285087795
4363,556430.0,4660650.0,274.20001220703125,stony_clove,262,274.1312285087795
4364,556440.0,4660650.0,274.6000061035156,stony_clove,261,274.10270632657694
4365,556450.0,4660650.0,275.20001220703125,stony_clove,260,274.10515882649366
4366,556460.0,4660650.0,276.20001220703125,stony_clove,260,274.10515882649366
4367,556470.0,4660650.0,277.1000061035156,stony_clove,259,274.10508868671087
4368,556480.0,4660650.0,278.1000061035156,stony_clove,259,274.10508868671087
4369,556490.0,4660650.0,278.8999938964844,stony_clove,257,274.11728963564343
4370,556500.0,4660650.0,279.5,stony_clove,257,274.11728963564343
4371,556510.0,4660650.0,280.0,stony_clove,256,274.10627365000016
4372,556520.0,4660650.0,280.29998779296875,stony_clove,253,274.1064753296624
4373,556530.0,4660650.0,280.5,stony_clove,253,274.1064753296624
4374,556540.0,4660650.0,280.6000061035156,stony_clove,253,274.1064753296624
4375,556550.0,4660650.0,280.79998779296875,stony_clove,253,274.1064753296624
4376,556560.0,4660650.0,280.79998779296875,stony_clove,253,274.1064753296624
4377,556570.0,4660650.0,280.8999938964844,stony_clove,253,274.1064753296624
4378,556580.0,4660650.0,281.0,stony_clove,253,274.1064753296624
4379,556590.0,4660650.0,281.0,stony_clove,253,274.1064753296624
4380,556600.0,4660650.0,280.8999938964844,stony_clove,253,274.1064753296624
4381,556610.0,4660650.0,280.8999938964844,stony_clove,253,274.1064753296624
4382,556620.0,4660650.0,280.79998779296875,stony_clove,253,274.1064753296624
4383,556630.0,4660650.0,280.6000061035156,stony_clove,253,274.1064753296624
4384,556640.0,4660650.0,280.3999938964844,stony_clove,253,274.1064753296624
4385,556650.0,4660650.0,280.29998779296875,stony_clove,253,274.1064753296624
4386,556660.0,4660650.0,280.20001220703125,stony_clove,253,274.1064753296624
4387,556670.0,4660650.0,280.6000061035156,stony_clove,253,274.1064753296624
4388,556680.0,4660650.0,281.8999938964844,stony_clove,253,274.1064753296624
4389,556690.0,4660650.0,284.20001220703125,stony_clove,253,274.1064753296624
4390,556700.0,4660650.0,285.5,stony_clove,253,274.1064753296624
4391,556710.0,4660650.0,288.0,stony_clove,253,274.1064753296624
4777,556370.0,4660640.0,281.6000061035156,stony_clove,266,271.0259586305732
4778,556380.0,4660640.0,274.20001220703125,stony_clove,265,272.8035574899418
4779,556390.0,4660640.0,272.6000061035156,stony_clove,265,272.8035574899418
4780,556400.0,4660640.0,273.3999938964844,stony_clove,264,273.5109493867822
4781,556410.0,4660640.0,273.20001220703125,stony_clove,264,273.5109493867822
4782,556420.0,4660640.0,274.0,stony_clove,263,273.9255107940667
4783,556430.0,4660640.0,274.5,stony_clove,263,273.9255107940667
4784,556440.0,4660640.0,275.0,stony_clove,262,274.1312285087795
4785,556450.0,4660640.0,275.70001220703125,stony_clove,262,274.1312285087795
4786,556460.0,4660640.0,276.5,stony_clove,261,274.10270632657694
4787,556470.0,4660640.0,277.1000061035156,stony_clove,260,274.10515882649366
4788,556480.0,4660640.0,277.79998779296875,stony_clove,260,274.10515882649366
4789,556490.0,4660640.0,278.5,stony_clove,259,274.10508868671087
4790,556500.0,4660640.0,279.1000061035156,stony_clove,259,274.10508868671087
